Description,No,Barcode,Serial Number,Status,Second,Cost
FLOURESCENT MICROSCOPE-OM02385,51,1002912,754630,ACTIVE,Current,1567060.0
FLOW CYTOMETER(FACS CALIBUR) MF:DB,20,1008247,E97501423,ACTIVE,,
FLUOROSCOPY MACHINE(COMPLETE SET),146,1000201,,,ACTIVE,0.0
FOLDING MACHINE,147,1006569,68C/2484,,ACTIVE,0.0
FOOD STAND-PRICE ESTIMATE,75,1000833,,ACTIVE,Current,14000.0
FOOTSTAND-ESTIMATE-ESTIMATE,76,1001523,,ACTIVE,Current,1000.0
FORMER STAFF CANTEEN,3,1008789,,ACTIVE,Current,23985000.0
FOTODYNE COMPLETE SET MODEL 60-2507,148,1003303,MVC2-1108-1008,,ACTIVE,0.0
FOTODYNE TOTO/PREP PTL2,149,1002380,,,ACTIVE,0.0
FOURIER TRANSFORMER SRC:JAPAN MODEL:FTIR-840,33,1005033,A21274400470,,ACTIVE,0.0
FREEZER,10,1004572,,ACTIVE,Current,32000.0
FREEZER (THERMO SCIENTIFIC),150,1001385,0114783601100602,,ACTIVE,0.0
FREEZER - SHARP-OM02217,7,1002383,V00306,ACTIVE,Current,23587.0
FREEZER -30C MF: PANASONIC MODEL: MDF-436-PE,3,1008538,12060037,ACTIVE,Current,19444.0
FREEZER -30C MF:SANYO MD: MDF-236,4,1008714,50506756,ACTIVE,Current,19444.0
FREEZER -30C-OM02217,8,1001857,120100002,ACTIVE,Current,23587.0
FREEZER -40 SANYO-OM02217,9,1002341,30910094,ACTIVE,Current,23587.0
FREEZER -80C SANYO,10,1006118,S30504753,ACTIVE,Current,32000.0
FREEZER -86C THERMO,11,1004373,812334,,ACTIVE,0.0
FREEZER DRYER MODEL:MODULYO EF4 EDWARDS,11,1006743,2216,ACTIVE,0.00,
FREEZER GEC -20C-OM02217,12,1002351,S/104/0,ACTIVE,Current,23587.0
FREEZER HAIER-OM02217,13,1002526,HCF4784H-2,ACTIVE,Current,23587.0
FREEZER LASEC SA MODEL:27/CFS/344,5,1008239,20084527412,ACTIVE,,
FREEZER MODEL 6382,15,1003289,DE67770231,ACTIVE,Current,32000.0
FREEZER MODEL GTK0007,17,1003363,K01D145,ACTIVE,Current,32000.0
FREEZER MODEL L055WS,18,1002601,7A001316,ACTIVE,Current,180000.0
FREEZER MODEL SANYO ULTR LOW MODEL MDF-592,20,1003081,20607691,ACTIVE,Current,180000.0
FREEZER PANASONIC MDF-U41865-OM02217,12,1004468,09100126,ACTIVE,Current,23587.0
FREEZER PANASONIC MDF-U76V-PE,13,1004467,14057U0161,ACTIVE,Current,1255974.0
FREEZER SANYO,23,1006293,ITJ0070,ACTIVE,Current,41396.55
FREEZER ULRALOW-OM02217,29,1000885,3112103,NOT WORKING,Current,23587.0
FREEZER ULTRALOW MF: SANYO MODEL: MDF-U4186,7,1008539,11010003,ACTIVE,Current,568593.0
FREEZER(CHEST) MODEL:BOSCH,30,1006727,MTJ2054,ACTIVE,Current,78000.0
FREEZER-OM02217,32,1001883,50405697,ACTIVE,Current,23587.0
FREEZER/FRIDGE MF: SHARP MODEL: SJ-K425-SL,8,1008540,D120806653,ACTIVE,Current,23587.0
FRIDGE,34,1001881,50404945,ACTIVE,Current,32000.0
FRIDGE (TROPICAL ARISTON),40,1000402,CTR 0016,ACTIVE,Current,32000.0
FRIDGE + 2C + 8C,42,1001856,50404946,ACTIVE,Current,32000.0
FRIDGE 2C + 8C,43,1001858,50404953,ACTIVE,Current,32000.0
FRIDGE BIOMEDICAL MPR-311D(H)(SANYO MEDICO,44,1002832,50404951,ACTIVE,0.00,
FRIDGE BOSCH,15,1004540,,ACTIVE,Current,32000.0
FRIDGE CANDY,16,1004541,,ACTIVE,Current,32000.0
FRIDGE DAEWOO,45,1002384,1EGZE070,ACTIVE,Current,32000.0
FRIDGE DK9620-OM01513,17,1004475,10E9-0029403,ACTIVE,Current,28215.0
FRIDGE ESTA FII-OM02487,18,1004501,,ACTIVE,Current,67780.15
FRIDGE ESTA FV-OM01511,19,1004502,,ACTIVE,Current,28215.0
FRIDGE EXPESS COOL,20,1004594,,ACTIVE,Current,32000.0
FRIDGE EXPRESS COOL LG,21,1004606,,ACTIVE,Current,32000.0
FRIDGE FREEZER #5 MODEL MDF - 594,46,1003365,08120115,ACTIVE,Current,32000.0
FRIDGE FREEZER MODEL CANARY,47,1003364,2544076527,ACTIVE,Current,32000.0
FRIDGE HITACHI,23,1004395,R62M,ACTIVE,Current,32000.0
FRIDGE IDNESIT,49,1003828,381946TB,ACTIVE,Current,32000.0
FRIDGE K02029,50,1000812,500003,ACTIVE,Current,32000.0
FRIDGE LEC MEDICAL,24,1004516,,ACTIVE,Current,32000.0
FRIDGE LG,51,1004027,GR-T342GR,ACTIVE,Current,32000.0
FRIDGE LG EXPRESS COOL GR-U192SLX,27,1004553,,ACTIVE,Current,32000.0
FRIDGE LG MODEL 302,52,1002151,3850JH3036G,ACTIVE,Current,32000.0
FRIDGE LIEHERR,28,1004605,,ACTIVE,Current,32000.0
FRIDGE MODEL 047,53,1002123,90267384,ACTIVE,Current,32000.0
FRIDGE MODEL 251E,54,1002112,008475,ACTIVE,Current,32000.0
FRIDGE MODEL 6R-209EX,55,1002109,026348,ACTIVE,Current,32000.0
FRIDGE MODEL ACME,56,1003208,,ACTIVE,Current,32000.0
FRIDGE MODEL CYCLAMMATION,57,1003361,00247,ACTIVE,Current,32000.0
FRIDGE MODEL LIEBNERR COMFORT,58,1003300,,,ACTIVE,0.0
FRIDGE MODEL LIEGHERR PROFILINE-OM00979,59,1003301,,ACTIVE,Current,31900.0
FRIDGE PANASONIC,60,1000915,13030029,ACTIVE,Current,32000.0
FRIDGE PHARMACEUTICAL MODEL:HIMAG SANYO,61,1006691,,ACTIVE,Scrap value,4974.0
FRIDGE RAMTONS,62,1006236,03821/1087,ACTIVE,Current,32000.0
FRIDGE SAMSUNG,29,1004457,48354DAC6003272,ACTIVE,Current,32000.0
FRIDGE SAMSUNG 2281,63,1003703,,ACTIVE,Current,32000.0
FRIDGE SANYO,64,1006272,0049,ACTIVE,Current,32000.0
FRIDGE SANYO - 7040053,70,1002391,,ACTIVE,Current,32000.0
FRIDGE SANYO MEDICAL FREEZER MODEL MDF-330,71,1003302,830572,ACTIVE,Current,16344.0
FRIDGE SANYO MODEL: XR001N,72,1001312,4082446,ACTIVE,Current,32000.0
FRIDGE SANYO REF3,73,1006295,,ACTIVE,Current,32000.0
FRIDGE SANYO REF4,74,1006296,,ACTIVE,Current,32000.0
FRIDGE SANYO SR 350-OM01921,30,1004422,64000449,ACTIVE,Current,10659.0
FRIDGE SANYO-OM01921,75,1002272,,ACTIVE,Current,10659.0
FRIDGE SIBIR-OM01505,76,1002350,00187,ACTIVE,Current,9029.0
FRIDGE SR1230H,31,1004642,500005,ACTIVE,Current,32000.0
FRIDGE TRICITY,32,1004397,,ACTIVE,Current,32000.0
FRIDGE WHIRLPOOL-OM00979,77,1002419,A201620,ACTIVE,Current,31900.0
FRIDGE WHITE WETING HOUSE MODEL CTW0005,78,1003358,K01N173,ACTIVE,Current,32000.0
FRIDGE- SANYU,79,1000758,,ACTIVE,Current,32000.0
FRIDGE/FREEZE #11 (BIOHAZARD) MODEL BOSCH,80,1002635,K01C/82,ACTIVE,Current,32000.0
FRIDGE/FREEZE #16 MODEL SR-D49EKW,81,1002634,4050054,ACTIVE,Current,32000.0
FRIDGE/FREEZE #9 (BIOHAZARD) MODEL SR-35DNR,82,1002636,00700245,ACTIVE,Current,32000.0
FRIDGE/FREEZER MODEL LEC,83,1003355,,ACTIVE,Current,32000.0
FUCKING PUMP MODEL MJ2-OM01954,151,1002608,20106717,ACTIVE,Scrap value,3197.0
FULL AUTOMATIC FAN,9,1007960,,ACTIVE,Current,5000.0
GARMENT PRESS-IRON DRIER MACHINE,53,1000737,26222621,ACTIVE,0.00,
GAS CHROMATOGRAPH MODEL:GC8A MFG:SHIMA,31,1006765,37660R,ACTIVE,Current,355300.0
GAS CYLINDER MODEL MVE-OM02017,19,1003352,,ACTIVE,Current,16677.76
GAS CYLINDER-OM02017,29,1000342,TP4170P,NOT WORKING,Current,16677.76
GATE HOUSE,5,1008779,,ACTIVE,Current,260000.0
GEL DOC EZ IMAGER - BIORAD,2,1007873,735BR00527,ACTIVE,,
GEL DRYER MODEL 583,152,1003298,187BR6011068,,ACTIVE,0.0
GEL TANK,153,1002995,,,ACTIVE,0.0
GENERATOR ROOM,6,1008775,,ACTIVE,Current,1313000.0
GENERATOR ROOM 2(HQ),13,1006807,,ACTIVE,Current,1210384.0
GILPHONE 99S TELEPHONE,15,1007046,390086C,ACTIVE,Acquired,6000.0
GLASS CABINET,70,1003155,,ACTIVE,Current,35000.0
GLASS CABINET-FF01798,72,1000555,,ACTIVE,Current,9381.0
GLASS SHELF-PRICE ESTIMATE,43,1005887,,ACTIVE,Current,12000.0
GLASS TABLE-ESTIMATE FROM FF01891,105,1003710,,ACTIVE,Current,6688.0
GLASS TROLLEY-PRICE ESTIMATE,5,1005054,,ACTIVE,Current,5000.0
GRIDDLE GRILL - VIRTUS,21,1000768,,,ACTIVE,0.0
GUEST TABLE,109,1002215,,ACTIVE,Current,12000.0
GYRO-ROCKER SSL3-STUART(BIBBY STERILIN LTD UK),154,1002919,R000100197,ACTIVE,Current,65000.0
HAEMATOLOGY MACHINE,7,1004505,,,ACTIVE,0.0
HAEMOLOGY ANALYZER,32,1000900,0614-900355C,ACTIVE,0.00,
HAEMOTOGRAM COULTER,3,1007634,AK3815,ACTIVE,,
HAND GRINDER,33,1000344,0358703,ACTIVE,0.00,
HANG STAND,77,1000742,,,ACTIVE,0.0
HASE SAFE-ESTIMATE|INTERNET,78,1001470,,ACTIVE,Current,3000.0
HEAT BLOCK MODEL MAG-H,155,1002654,,,ACTIVE,0.0
HEAT BLOCK(HOT PLATE) MODEL 210T 311B,156,1002064,,,ACTIVE,0.0
HEATED INCUBATOR MF: PANASONIC MODEL: MIR-2,21,1008530,12040002,ACTIVE,Current,65000.0
HEATING BLOCK,34,1005031,7754,,ACTIVE,0.0
HEATING BLOCK LAB LINE,157,1002499,11960046,,ACTIVE,0.0
HEATING BLOCK MODEL 92333,158,1002547,1063010112172,,ACTIVE,0.0
HEATING BLOCK MODEL:UL-6195-V1-949034,35,1005011,13259-O38,,ACTIVE,0.0
HEMATOFLUORIMETER USA MODEL:AVIS,8,1005003,A-II9,,ACTIVE,0.0
HEMATOLOGY ANALYZER KX-21N(SYSMEX CORP),159,1002804,A6934,,ACTIVE,0.0
HEPA FILTERS BCM 13035(FILLER S JAPAN),160,1002823,,,ACTIVE,0.0
HEWLETT PRINTER MODEL:C4562A,3,1006754,ES75C190NS,,ACTIVE,0.0
HIGH GRADE RESIDENTIAL UNITS,4,1008785,,ACTIVE,Current,31200000.0
HIGH SPEED CENTRIFUGE,34,1000902,1291555,ACTIVE,Current,191601.0
HIGH SPEED CENTRIFUGE UPS FOR HIGH SPEED-OM0,158,1000841,129154,ACTIVE,Current,77138.0
HIGH SPEED MICRO CENTRIFUGE REFRIGERATED H(K,161,1002891,MFG-NO: 120157,ACTIVE,Current,16711.2
HIGHRISE CONCRETE WATER TANK,4,1008768,,ACTIVE,Current,5600000.0
HIGHSPEED CENTRIFUGE BECKMAN-OM02076,162,1002388,ALR98L83,ACTIVE,Current,185983.0
HIGHSPEED CENTRIFUGE(TOMY MX-160)-OM02069,163,1002342,16000,ACTIVE,Current,185983.0
HITACHI MICROWAVE MR-M250,2,1002497,6006586,,ACTIVE,0.0
HIV FREEZER/004 ULTRA-LOW,84,1003674,8090722,,ACTIVE,0.0
HIV-R CLINIC BUILDING,7,1008794,,ACTIVE,Current,41800000.0
HONDA GENERATOR EM45005,10,1008634,ELK008,ACTIVE,Current,48026.0
HONDA GENERATOR-OM02494,21,1004286,,ACTIVE,Current,48026.0
HOOD(FUNA BOX IMAGING SYSTEM),164,1002886,113-0033,,ACTIVE,0.0
HOSE REEL-ESTIMATE,9,1000065,,ACTIVE,Current,9000.0
HOT AIR OVEN MF: MEMMENT,23,1008581,40050-IP20,ACTIVE,Current,14923.0
HOT AIR OVEN MG:JENCOMS MD: N735F,24,1008710,YOD119,ACTIVE,Current,14923.0
HOT AIR OVEN RDC 087-OM00463,36,1004586,,ACTIVE,Current,50402.0
HOT AIR OVEN(SAKURA)-OM01927,55,1002289,4308092,ACTIVE,Current,14923.0
HOT AIR STERILIZER HE-21-OM01879,43,1003682,K10J348,NOT WORKING,Current,14923.0
HOT AIR STERILIZER-OM01879,44,1002409,BTJ0065,ACTIVE,Current,14923.0
HOT OVEN GALENKAMP-OM00376,37,1004584,,ACTIVE,Current,1257.0
HOT PLATE MODEL PRECISA 481MC-FR5C5,165,1003286,89400,,ACTIVE,0.0
HOT PLATE MODEL RETCVC,166,1003294,01.553981,,ACTIVE,0.0
HOT PLATE MODEL:TP35 TOYO,32,1006749,491901,ACTIVE,0.00,
HOT PLATE STIRRER CB302(BIBBY STERLIN LTD UK),167,1002888,R000100364A,ACTIVE,Current,27100.48
HOT PLATE/MIXER MD: STUART,25,1008561,R630000606,ACTIVE,Current,60000.0
HOTPLATE HEIDOLPH,38,1004370,,,ACTIVE,0.0
HP BUSINESS INKJET 2300 PRINTER,3,1007757,CN5AN3305B,ACTIVE,Current,15000.0
HP BUSINESS INKJET MODEL 2300-SCRAP VALUE,4,1002141,CN62N3Z0MX,ACTIVE,Current,1000.0
HP COLOR LASERJET 0027,5,1001798,,ACTIVE,Current,107184.0
HP COLOR LASERJET 2600N,6,1003611,,ACTIVE,Current,107184.0
HP COLOR LASERJET 4550,4,1006924,JPPLE26850,ACTIVE,Current,56429.43
HP COLOR LASERJET MODEL:3700DN,1,1005039,CNLLB29424,ACTIVE,Current,107184.0
HP COLOR LASERJET PRINTER MODEL: CP1515N,2,1008262,,ACTIVE,Current,44004.0
HP COLORJET-OM02472,8,1003769,CP3525DN,ACTIVE,Current,92195.0
HP COLOUR SPHERE PRINTER 2605BN,7,1007044,CNCW7761BF,ACTIVE,Current,17575.0
HP COMPAQ,60,1006856,2UA45206Z4,ACTIVE,Acquired,60000.0
HP COMPAQ 8100 ELITE CMT PC,54,1008518,CZC040FDD4,ACTIVE,Acquired,60000.0
HP COMPAQ AMPILUK 3.3 DC 7600 CMT IMAGE 1.1,57,1008521,CZC6241S8S,ACTIVE,Acquired,60000.0
HP COMPAQ COMPUTER MF:HP,58,1008250,CZ0065N55,ACTIVE,Acquired,60000.0
HP COMPAQ CPU,62,1007513,2UA64106GL,ACTIVE,Current,15000.0
HP COMPAQ DESKTOP MODEL: LE1711,59,1008522,3CQ036C3NW,ACTIVE,Acquired,60000.0
HP COMPAQ HOME EDITION(HP PRO),63,1006860,CZC0235STH,ACTIVE,Acquired,60000.0
HP COMPAQ MONITOR LE1902X,78,1005715,3CQ3180JR2,ACTIVE,Current,9000.0
HP CPU,268,1003498,CZC9413MKY,ACTIVE,Acquired,60000.0
HP CPU COMPAQ-PRICE EST,64,1007781,S3977600,ACTIVE,Acquired,60000.0
HP CPU MODEL ET115AV,279,1002144,2VA73612N8,ACTIVE,Scrap value,4500.0
HP CPU X13-04660,87,1004176,,ACTIVE,Acquired,60000.0
HP CPU-PRICE EST,65,1007467,MXL1380WMP,ACTIVE,Acquired,60000.0
HP DESKJET,9,1000324,,ACTIVE,Current,11866.8
HP DESKJET 5,10,1003706,C6487C,ACTIVE,Current,11866.8
HP DESKJET IN ADV. 2515,8,1007060,CN34A3JR0R,ACTIVE,Current,11866.0
HP DESKJET MODEL 920C,2,1005521,1EEE1284-B,ACTIVE,Current,11866.8
HP FAX MACHINE MODEL 1020-PRICE ESTIMATE,6,1005344,,ACTIVE,Current,27490.0
HP KEYBOARD,206,1000230,5391-130-L31,ACTIVE,Acquired,5000.0
HP KEYBOARD KU-0316,217,1006447,,ACTIVE,Acquired,5000.0
HP KEYBOARD MODEL: KB-0316,54,1008462,EI64844,ACTIVE,Current,2000.0
HP KEYBOARD MODEL: KB-0316 E164844,55,1008446,,ACTIVE,Current,2000.0
HP KEYBOARD MODEL: PR110IU,56,1008425,R41108,ACTIVE,Current,2000.0
HP LAPTOP,88,1004973,2CE821495Z,ACTIVE,Current,20000.0
HP LAPTOP PREMIUM SOUND,280,1006252,,ACTIVE,Current,20000.0
HP LASER JET 1320,11,1001350,CNHK29656,ACTIVE,Current,25000.0
HP LASER JET M1120MFP MODEL:B10SB-0604-03,12,1000495,CNT899GBLK,ACTIVE,Current,25000.0
HP LASER JET P2055DN,13,1000113,CNC1730788,ACTIVE,Current,25000.0
HP LASER JET PRINTER,14,1001066,CNC1B04967,ACTIVE,Current,25000.0
HP LASER JET PRINTER 1536DMF,15,1000597,,ACTIVE,Current,21700.0
HP LASER JET PRINTER MODEL 1300,16,1001036,,OBSOLETE,Current,25000.0
HP LASER JET PRINTER MODEL:P2055DN,17,1000211,CNCKH05262,ACTIVE,Current,25000.0
HP LASER PRINTER,18,1001091,CNC989JGRZ,ACTIVE,Current,25000.0
HP LASERJET 00 SERIES,10,1006926,CNCJB41917,ACTIVE,Current,7865.0
HP LASERJET 1020-CO00599,19,1000138,CNCKM04879,ACTIVE,Current,7865.0
HP LASERJET 1300-CO00599,20,1006188,,ACTIVE,Current,7865.0
HP LASERJET 1320,11,1007212,MJN54499,ACTIVE,Current,7865.0
HP LASERJET 1320 NW-CO00599,21,1002511,CNCJF48715,ACTIVE,Current,7865.0
HP LASERJET 1320-CO00599,23,1003504,CNMKM52068,ACTIVE,Current,7865.0
HP LASERJET 1320N-CO00599,24,1005918,CNMJP70721,ACTIVE,Current,7865.0
HP LASERJET 1560 DNF-CO00599,26,1001792,CNCN9D1MCBG,ACTIVE,Current,7865.0
HP LASERJET 2200DN PRINTER,12,1007277,CNKSG343013,ACTIVE,Current,7865.0
HP LASERJET 2300DN PRINTER-CO00599,14,1007759,CNCDD04261,ACTIVE,Current,7865.0
HP LASERJET 2300DN-CO00599,3,1008709,CNCFL09974,ACTIVE,Current,7865.0
HP LASERJET 600 PRINTER M602,16,1007526,CNCXG5Q9H8,ACTIVE,Current,7865.0
HP LASERJET MODEL 1320-CO00599,4,1005242,CNKL20207,ACTIVE,Current,7865.0
HP LASERJET MODEL P2015-CO00599,31,1001137,CNBW74D7DB,ACTIVE,Current,7865.0
HP LASERJET MODEL P2025D-CO00599,6,1005357,VNC3F44974,ACTIVE,Current,7865.0
HP LASERJET MODEL P2055D-CO00599,7,1005073,VNC3F67753,ACTIVE,Current,7865.0
HP LASERJET MODEL P2055DN-CO00599,33,1003477,VNC3F63496,ACTIVE,Current,7865.0
HP LASERJET MODEL: 2055D-CO00599,9,1005134,VNC3F44978,ACTIVE,Current,7865.0
HP LASERJET MODEL: 3055,4,1008431,Q6503A,ACTIVE,Current,7865.0
HP LASERJET MODEL: P2022D-CO00599,35,1005798,CNCJC75920,ACTIVE,Current,7865.0
HP LASERJET MODEL: P2055D-CO00599,11,1005551,,ACTIVE,Current,7865.0
HP LASERJET MODEL: PRO 400MFP-OM02505-CO005,12,1006669,CND8F3B8WS,ACTIVE,Current,7865.0
HP LASERJET P1005,17,1007217,VNF5C39501,ACTIVE,Current,7865.0
HP LASERJET P1005 PRINTER,5,1008590,VNC5J75477,ACTIVE,Current,7865.0
HP LASERJET P1102,19,1007170,VNC6H035R3,ACTIVE,Current,7865.0
HP LASERJET P2014,20,1007032,CNCJ658568,ACTIVE,Current,7865.0
HP LASERJET P20255D-CO00599,38,1003084,NC3B6927A,ACTIVE,Current,7865.0
HP LASERJET P2055D-CO00599,39,1003722,VNC3F63498,ACTIVE,Current,7865.0
HP LASERJET P2055DN PRINTER,21,1007715,CNCKJ06097,ACTIVE,Current,7865.0
HP LASERJET P2055DN-CO00599,13,1006657,CNC1706413,ACTIVE,Current,7865.0
HP LASERJET P2915-CO00599,15,1005727,CNBW6CW2NJ,ACTIVE,Current,7865.0
HP LASERJET P3005 PRINTER,22,1007382,CNK2N49747,ACTIVE,Current,7865.0
HP LASERJET P3015,23,1006948,VNBVBPGZG,ACTIVE,Current,7865.0
HP LASERJET P3015 PRINTER,24,1007666,VNBQD7T052,ACTIVE,Current,7865.0
HP LASERJET P350,25,1007488,JPFD500049,ACTIVE,Current,7865.0
HP LASERJET PRINER MODEL: 1018-CO00599,16,1005041,CNC1910132,ACTIVE,Current,7865.0
HP LASERJET PRINTER 1020 MODEL: Q5911Z,6,1008410,CNCJ431104,ACTIVE,Current,7865.0
HP LASERJET PRINTER 2605DN-CO00599,43,1003704,CN85JA61B5,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL 1320-CO00599,44,1003027,CNHJL8068,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL 1350-CO00599,17,1005386,,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL 4200N-CO00599,18,1005180,,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL C3990A-CO00599,46,1001924,CN2M165439,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL CP1515N-CO00599,47,1002111,CN273855,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL CP1525N-CO00599,48,1001976,,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL M1522NF-CO00599,49,1003601,CNC989KJ0H,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL P1102W-CO00599,50,1000183,NNC4B65834,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL: 2055D-CO00599,19,1005518,VNC3F45013,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL: CP151N,7,1008256,,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL: HO2300DN,26,1008444,BOI58-0206-00,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL: P2015DN,27,1007444,00014145,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL: P2055-CO00627,51,1003018,CNCJB99290,ACTIVE,Current,25713.0
HP LASERJET PRINTER MODEL: P2055D,8,1008402,VMC3B63503,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL: P2055D-CO00599,23,1005325,VNC3B63500,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL:MA319F-CO00599,54,1006505,CNCZ83FHH4,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL:P1505,10,1008252,CNCK193368,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL:P2015-CO00599,55,1006451,,ACTIVE,Current,7865.0
HP LASERJET PRINTER MODEL:P2055D -CO00599,24,1005664,VNC3B63495,ACTIVE,Current,7865.0
HP LASERJET PRINTER P1006 MODEL: BIOISB-060500,11,1008482,VNF3B16735,ACTIVE,Current,7865.0
HP LASERJET PRINTER P1006 SN:VNF3B16735?,12,1008504,,ACTIVE,Current,7865.0
HP LASERJET PRINTER P2055D,13,1007958,VNC3F67757,ACTIVE,Current,7865.0
HP LASERJET PRINTER P2055D MODEL: BIOS-0801-00,14,1008416,VNC3B63493,ACTIVE,Current,7865.0
HP LASERJET PRINTER PRO-CO00599,56,1005789,VNH6J09531,ACTIVE,Current,7865.0
HP LASERJET PRINTER-CO00599,57,1003913,CP1215,ACTIVE,Current,7865.0
HP LASERJET PRO 400-CO00599,64,1006187,VNH5800628,ACTIVE,Current,7865.0
HP LASERJET PRO MFP M127FW PRINTER,28,1007470,CNB8G8KH0H,ACTIVE,Current,7865.0
HP LASERJET PRO450 PRINTER-CO00599,25,1005261,PHHCB04623,ACTIVE,Current,7865.0
HP LASERJET SCANNER,30,1007708,TH75Q225R6,ACTIVE,Current,7865.0
HP LASERJET SCANNER-CO00599,65,1001751,5590,ACTIVE,Current,7865.0
HP LASERJET-CO00631,66,1001662,P2055DN,ACTIVE,Current,32340.0
HP LASETJET PRINTER MODEL 2300DN,71,1001921,CNCFL09975,ACTIVE,Current,25000.0
HP MONITOR,225,1006571,3CQ9201BB8,ACTIVE,Current,9000.0
"HP MONITOR 14""",231,1003467,R33001,ACTIVE,Current,9000.0
"HP MONITOR 14"" 3CQ9203ZVJ",86,1004177,,ACTIVE,Current,9000.0
"HP MONITOR 17""",87,1005056,611957-001,ACTIVE,Current,9000.0
HP MONITOR HPL1TIO,234,1006319,456566,ACTIVE,Current,9000.0
HP MONITOR L170,88,1006654,CNC835PDRD,ACTIVE,Current,9000.0
HP MONITOR L1710,89,1004513,3CQ8311R7Z,ACTIVE,Current,9000.0
HP MONITOR MODEL 1730,235,1003399,CNP450V43Z,ACTIVE,Current,9000.0
HP MONITOR MODEL 45590-101,236,1000491,3CQ9010MFT,ACTIVE,Current,9000.0
HP MONITOR MODEL HPL1710,90,1005588,3CQ815235Y,ACTIVE,Current,9000.0
HP MONITOR MODEL UP 7540,237,1003059,CNC5041CMV,OBSOLETE,Current,9000.0
HP MONITOR MODEL: L1706,63,1007639,CNN554112XM4,ACTIVE,Current,9000.0
HP MOUSE MODEL: MOAFK01,43,1008447,,ACTIVE,Current,200.0
HP MOUSE MODEL: MOAFKOA,44,1008454,,ACTIVE,Current,200.0
HP MOUSE MODEL: R41108,46,1008451,,ACTIVE,Current,200.0
HP MOUSE MODEL: UAE96,47,1008426,,ACTIVE,Current,200.0
HP OFFICEJET 4500-SCRAP VALUE,26,1004416,CN04RF128W,ACTIVE,Current,1000.0
HP OFFICEJET MACHINE MODEL 4500-SCRAP VALUE,27,1005640,CNU4RF128W,ACTIVE,Current,1000.0
HP OFFICEJET PRO 8500A PLUS,73,1002239,CN19DQ31D,ACTIVE,Current,25000.0
HP PRINTER,74,1002175,JPCF17037,ACTIVE,Current,25000.0
HP PRINTER LASERJET 2300DN,88,1002247,CNCFF74277,ACTIVE,Current,25000.0
HP PRINTER MODEL MS451DN,1,1004039,,ACTIVE,Current,25000.0
HP PRINTER MODEL P2055DN,28,1004962,CNCKH39673,ACTIVE,Current,25000.0
HP PRINTER MODEL: 2300DN,29,1005629,CNCDC07622,NOT WORKING,Current,25000.0
HP PRINTER MODEL: DESKJET F2480,30,1005628,,ACTIVE,Current,25000.0
HP PRINTER MODEL: P2055D,15,1008491,VNC3F66611,ACTIVE,Current,25000.0
HP PRO MODEL: VW300EA#B13,1,1008515,C2C0065H55,ACTIVE,Current,40000.0
HP PROBOOK LAPTOP MODEL: 4330S,2,1008492,CNU2261MCZ,ACTIVE,Current,40000.0
HP PROBOOK LAPTOP MODEL: 433OS,3,1008502,CNU2201YOP,ACTIVE,Current,40000.0
HP PROBOOK LAPTOP MODEL: 4510S,4,1008501,CNU9297QJ2,ACTIVE,Current,40000.0
HP PROLIANT DL389 G7,60,1008470,,ACTIVE,Current,500000.0
HP PROLIANT SERVER MODEL: DL389-G4,61,1008469,,ACTIVE,Current,500000.0
HP SCANJET 5590,31,1007720,N1911B,ACTIVE,Scrap value,2860.0
HP SCANJET 5590-CO00598,94,1003479,L1199B,ACTIVE,Scrap value,2860.0
HP SCANJET A2710-CO00598,96,1003480,L2696A-231,ACTIVE,Scrap value,2860.0
HP SCANJET G2710,32,1007059,CN99TA5085,ACTIVE,Scrap value,2860.0
HP SCANJET G2710 MODEL: FCLSD-0512,16,1008432,CNO-18A50-JO,ACTIVE,Scrap value,2860.0
HP SCANJET MODEL 4500C-CO00598,31,1005243,CN37TS70KM,ACTIVE,Scrap value,2860.0
HP SCANJET MODEL G3110-CO00598,98,1005790,CN6223BA0RP,ACTIVE,Scrap value,2860.0
HP SCANJET MODEL: N6310-CO00598,32,1005074,CN21BDF09T,ACTIVE,Scrap value,2860.0
HP SCANJET N6310,17,1008708,CN1BYDF0FM,ACTIVE,Scrap value,2860.0
HP SCANJET PRINTER MODEL:N6310-CO00598,33,1005352,CN21BDF060,ACTIVE,Scrap value,2860.0
HP SCANJET-CO00598,102,1001797,G2410,ACTIVE,Scrap value,2860.0
