Description,No,Barcode,Serial Number,Status,Second,Cost
KEYBOARD DELL,239,1000241,38825694,ACTIVE,Current,5000.0
KITCHEN CHAIR,482,1003831,,ACTIVE,Current,3000.0
KITCHEN TABLE-PRICE ESTIMATE,111,1003829,,ACTIVE,Current,10000.0
KYOCERA PRINTER,104,1004031,KM-1635,NOT WORKING,0.00,
LAB ANNEX HISTOLOGY BLOCK(MORTUARY),14,1006794,,ACTIVE,Current,3458240.0
LAB FREEZER CRYOTECHNICS,85,1002397,0081298F,,ACTIVE,0.0
LAB STOOL,81,1000461,,ACTIVE,Current,1500.0
LABORATORY BENCH-ESTIMATE,82,1002787,,ACTIVE,Current,15000.0
LABORATORY BENCHES-ESTIMATE,86,1002742,,ACTIVE,Current,15000.0
LABOVERT MICROSCOPE,57,1002683,042471,ACTIVE,Current,145000.0
LAMINATED TABLE-PRICE ESTIMATE,114,1000463,,ACTIVE,Current,15000.0
LANDLINE TELEPHONE RECEIVER,113,1003624,,ACTIVE,Acquired,9000.0
LAPTOP,285,1003646,,ACTIVE,Acquired,60000.0
LARGE CAPACITY CENTRIFUGE,178,1002318,28267,,ACTIVE,0.0
LARYNGOSCOPE(COMPLETE SET),179,1001468,,,ACTIVE,0.0
LASER JET PRINTER,105,1000304,M1132MFP,ACTIVE,Current,25000.0
LASER JET PRINTER 1536 DNT,106,1000305,CNG8FDSH4L,ACTIVE,Current,25000.0
LASERJET PRINTER 1100-SCRAP VALUE,107,1001330,FRHR820712,ACTIVE,Current,1000.0
LASERJET PRINTER MODEL PROP 400 MFP,109,1003570,CND8F3T300,ACTIVE,Current,25000.0
LATHE MACHINE PROS 400X620-PRICE ESTIMATE|I-N,39,1000329,502965,ACTIVE,Current,500000.0
LECTURE HALLS,15,1006782,,ACTIVE,Current,19562831.4
LENOVO CPU,287,1004033,71X3518,ACTIVE,Acquired,60000.0
LENOVO KEYBOARD,240,1000245,303475,ACTIVE,Current,500.0
LENOVO MONITOR-PRICE ESTIMATE,242,1004032,V3A9412,ACTIVE,Current,9000.0
LG FOOD FRIDGE,86,1003696,FLN-005680,ACTIVE,Current,32000.0
LG FRIDGE,87,1006143,3850JP,ACTIVE,Current,32000.0
LG MICROWAVE,3,1003627,704TAHQ00105,ACTIVE,Current,6000.0
LG MICROWAVE MODEL MS-1942G,4,1003274,709TAXT00186,ACTIVE,Current,35000.0
LIBRARY BLOCK,16,1006781,,ACTIVE,Current,19562831.4
LIGHT BEAM DIAGHRAM MODEL:R-20,180,1000190,62817244,,ACTIVE,0.0
LIGHT CYCLER ROCH,41,1000839,6MHX025X00D14,ACTIVE,0.00,
LIGHT MICROSCOPE MODEL DIALUX 20EB,58,1003281,020-052008,ACTIVE,Current,145000.0
LIGHT MICROSCOPE MODEL NIKON,59,1003284,444384,ACTIVE,Current,2000.0
LIGHT MICROSCOPE OLYMPUS VANOX,60,1001342,,ACTIVE,Current,2000.0
LINX PRINTER,110,1000920,BY389,ACTIVE,Current,25000.0
LIQUID CAN-PRICE ESTIMATE,181,1002435,,ACTIVE,Current,2000.0
LOW PRESSURE CHROMATOGRAPHY MODEL:BIOLO,37,1006756,358BR1643,ACTIVE,Current,106590.0
MAGNETIC STERILE WITH HEATER MODEL VMS-C7,183,1001895,,,ACTIVE,0.0
MAGNETIC STIRRER MODEL:C-25 MFG:TOYOS CO,38,1006768,492706,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER POODLE(C-2S),184,1002329,BTJ0309,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER SRS 710AA(ADVANTEC JAPAN),185,1002838,5074400,ACTIVE,Scrap value,4195.84
MAGNETIC STIRRER/ HOTPLATE,187,1002328,K10F032,ACTIVE,Scrap value,4195.84
MANUAL PROCESSOR,188,1000209,,,ACTIVE,0.0
MASTERCLAVE 09,43,1000919,25061278,ACTIVE,0.00,
MCROSCOPE COMPUTER DELL(DELL),288,1002820,,,ACTIVE,0.0
MECER CPU MODEL COMBO 52X,289,1003251,,OBSOLETE,Current,20000.0
MECER MONITOR,243,1003250,JS585,ACTIVE,Current,8000.0
MECER UPS,159,1002361,839A00754,ACTIVE,Current,5000.0
MEDICAL COOLER SANYO-OM02503,189,1002542,30606067,ACTIVE,Current,14882.56
MEDICAL COOLER-OM02503,190,1002535,50811009,ACTIVE,Current,14882.56
MEDICAL FREEZER,91,1002295,K10F045,ACTIVE,Current,32000.0
MEDICAL FREEZER MDF-U537(SANYO BIOMEDICAL I,98,1002870,50201814,ACTIVE,Current,136160.64
MEDICAL FREEZER SANYO,99,1003675,70705316,ACTIVE,Current,32000.0
MEDICAL FREEZER SANYO(-30C)-OM01948,102,1000882,9100135,ACTIVE,Current,14212.01
MEDICAL ILLUSTRATION BLOCK,17,1006806,,ACTIVE,Current,6380452.8
MEDICINE TROLLEY,90,1001467,,ACTIVE,Current,3266.56
MEDICOOL SANYO HIV/FRZ/003,191,1003678,50404724,ACTIVE,Current,148262.4
MEDICOOL SANYO HIV/REF/002,192,1003676,70705337,ACTIVE,Current,148262.4
MELTING POINT APP 600-100F GALLENKAMP-OM021,39,1006733,209434,ACTIVE,Current,13037.0
MEMBRANE FEEDER MODEL 000-8699,193,1002693,870238,,ACTIVE,0.0
MERCURY CPU-PRICE ESTIMATE,290,1000247,AES11510767,ACTIVE,Acquired,60000.0
METAL CABINET,76,1003375,,ACTIVE,Current,25000.0
METALLIC CABINET,83,1001240,,ACTIVE,Current,25000.0
METALLIC CABINET(FIREPROOF),236,1003464,,ACTIVE,Current,25000.0
METALLIC CUPBOARD,93,1001631,,ACTIVE,Current,25000.0
METALLIC CUPBOARD- PRICE ESTIMATE,98,1003791,,ACTIVE,Current,12000.0
METALLIC DRAWER,2,1000260,,ACTIVE,Current,15000.0
METALLIC DRAWER - UCHIDA,3,1000043,,ACTIVE,Current,15000.0
METALLIC LOCKER-PRICE ESTIMATE,108,1000243,,ACTIVE,Current,15000.0
METALLIC PRODUCTION KEY BOX,109,1000480,,,ACTIVE,0.0
METALLIC RACK,111,1006402,,ACTIVE,Current,18000.0
METALLIC SHELVES,125,1000059,,ACTIVE,Current,15000.0
METALLIC STAND,129,1000778,,ACTIVE,Current,6000.0
METALLIC TABLE,117,1001356,,ACTIVE,Current,15000.0
METALLIC WARDROBE,133,1003637,,ACTIVE,Current,25000.0
MGE UPS SYSTEM,161,1006332,PH-/0011,ACTIVE,0.00,
MICRO CENTRIFUGE L-46-OM01740,194,1002359,,ACTIVE,Current,99653.0
MICRO CENTRIFUGE VWR 003-OM02107,195,1002356,,ACTIVE,Current,191383.0
MICRO CENTRIFUGE VWR-OM02107,196,1002352,11050855,ACTIVE,Current,191383.0
MICRO CONCENTRATOR MODEL EPPENDORF 5301-,197,1003306,,ACTIVE,Current,21266.0
MICRO OVEN MODEL:B290 HERAEUS-OM02187,40,1006740,8100900,ACTIVE,Current,35000.0
MICROCENTRIFUGE 5424(EPPENDORF AG-USA/GER,198,1002866,5424C0055112,ACTIVE,Current,788200.0
MICROPIPETES GILSON,199,1000159,U65265D,ACTIVE,Current,36000.0
MICROPLATE MIXER IKA ME(IKA @WORKS INC.)-OM,200,1002833,3.204938,ACTIVE,Current,84052.32
MICROPLATE READER MODEL ELX800,201,1002147,01QB 154766,ACTIVE,Current,600000.0
MICROPLATE WASHER 1575(BIO-RAD FRANCE),202,1002993,EB5E471105,ACTIVE,Current,471258.0
MICROSCOPE C-PS,61,1002963,1048268,ACTIVE,Current,10000.0
MICROSCOPE CH20BIMF200,62,1002964,2C23595,ACTIVE,Current,10000.0
MICROSCOPE KRUSS,63,1006700,1120018081,ACTIVE,Current,10000.0
MICROSCOPE MODEL ATC 2000,64,1001341,,ACTIVE,Current,10000.0
MICROSCOPE MODEL WILD M5A,65,1003390,5200002,ACTIVE,Current,10000.0
MICROSCOPE NIKON SMZ800,66,1000888,3012866,ACTIVE,Current,10000.0
MICROSCOPE YS100,67,1002965,524760,ACTIVE,Current,10000.0
MICROSCOPE(HEERBRUG) MODEL 355110,68,1002684,,ACTIVE,Current,145000.0
MICROTOME MODEL HM340E-OM01542,58,1001326,904190,ACTIVE,Current,31977.0
MICROWAVE,5,1001855,111JAN50G35,ACTIVE,Current,35000.0
MICROWAVE LG,7,1004028,391X3066,ACTIVE,Current,35000.0
MICROWAVE MODEL KM24VW,10,1003209,60300301,ACTIVE,Current,35000.0
MICROWAVE MODEL LG,11,1003602,903TAZF00021,ACTIVE,Current,35000.0
MICROWAVE MODEL RAMTONS,12,1003053,GR0708160282,ACTIVE,Current,35000.0
MICROWAVE MODEL RM0-6000-PRICE ESTIMATE,13,1002587,891007,ACTIVE,Acquired,6000.0
MICROWAVE MODEL: HINARI,14,1006314,H1708234477,ACTIVE,Current,35000.0
MICROWAVE OVER RM 26(RAMTONS CO INC. CHIN,15,1002884,0321/12020121,ACTIVE,Current,6000.0
MICROWAVE POWER BOOST 900,16,1002343,MRG-838,ACTIVE,Current,35000.0
MICROWAVE RAMTONS,17,1006237,03992/10413,ACTIVE,Current,35000.0
MICROWAVE SANYO,19,1002378,20SKAB050059,ACTIVE,Current,35000.0
MILLI Q-PRICE ESTIMATE|I-NET,203,1001896,ZXR01010T0,ACTIVE,Current,1011896.0
MILLING MACHINE,44,1000335,N903525,NOT WORKING,0.00,
MILLING MACHINE COSMO ACE,45,1000334,LMD 1000,ACTIVE,0.00,
MILLING MACHINE TARGET MARK 4,46,1000338,8737/7,NOT WORKING,0.00,
MINI BENCH TOP UV TRANSILLUMINATOR(UVP CO.U,204,1002889,061710-001,ACTIVE,Current,2842.39
MIXER-OM02298,47,1001837,2800001987,ACTIVE,Current,26611.0
MOBILE X-RAY MACHINE(COMPACT) MODEL:21332,205,1000195,38642YY5,,ACTIVE,0.0
MONITOR,244,1002252,E25347,ACTIVE,Current,9000.0
"MONITOR 14""",257,1000729,05P099,ACTIVE,Current,9000.0
"MONITOR 14"" LENOVO-PRICE ESTIMATE",264,1000244,1820094,ACTIVE,Current,8000.0
"MONITOR 14""HP LE1851W",265,1000229,CNC950QGR8,ACTIVE,Current,9000.0
MONITOR HP,266,1000909,3CQ0301DK4,ACTIVE,Current,9000.0
"MONITOR14""",267,1000242,CN09M556,ACTIVE,Current,9000.0
MORTURY REFRIGERATOR (KATOMAN MORTUARY),103,1001296,,ACTIVE,Current,26180.0
MOUNTED CABINET,239,1006308,,ACTIVE,Current,15000.0
MOUNTED WOODEN CABINET,241,1006057,,ACTIVE,Current,15000.0
MOVING TROLLEY,134,1000563,,ACTIVE,Current,5000.0
"MY CYCLER, THERMAL CYCLER, BIO-RAD(BIO-RAD)",206,1002903,577BR0171,ACTIVE,0.00,
NASHUATEC PRINTER,111,1002189,W30295031814,ACTIVE,Current,25000.0
NEC MONITOR MODEL: LCD1970NX-2,268,1002143,63A23615YBNX-2,ACTIVE,Current,7000.0
NETWORK SWITCH,29,1000963,,,ACTIVE,0.0
NETWORK SWITCH 3-COM,116,1000253,2024,ACTIVE,Current,6000.0
NETWORK SWITCH 3COM,30,1000011,3C16794,ACTIVE,Current,6000.0
NETWORK SWITCH CABINET MODEL W2-C2950T-24,243,1003079,F0C0541WCT,ACTIVE,Current,32000.0
NIKON INVERTED MICROSCOPE(NIKON),69,1002806,402494,ACTIVE,Current,8000.0
NIKON MICROSCOPE MODEL SM2-1,70,1003389,166252,ACTIVE,Current,20000.0
NORSTAR OFFICE TELEPHONE,117,1006554,AQ397233,ACTIVE,Acquired,6000.0
NURSING STATION SWITCH BOARD - AIPHONE,119,1000796,,,ACTIVE,0.0
OBSERVATION TROLLEY-OM00724,135,1000526,,ACTIVE,Current,600.0
OFFICE ARM CHAIR,484,1001372,,ACTIVE,Acquired,9000.0
OFFICE BANNER,136,1003658,,,ACTIVE,0.0
OFFICE CHAIR,486,1001445,,ACTIVE,Acquired,9000.0
OFFICE CHAIRS,908,1000049,,ACTIVE,Acquired,9000.0
OFFICE PHONE - ALCATEL,120,1000797,,ACTIVE,Acquired,6000.0
OFFICE PHONE ALCATEL,121,1000012,020732,ACTIVE,Acquired,6000.0
OFFICE PHONE- PANASONIC,122,1000798,5GCG802268,ACTIVE,Acquired,6000.0
OFFICE SEAT,914,1003619,,ACTIVE,Acquired,9000.0
OFFICE TABLE,118,1001374,,ACTIVE,Current,12000.0
OFFICE TABLES,231,1000023,,ACTIVE,Current,12000.0
OFFICE TELEPHONE,123,1000139,,ACTIVE,Acquired,6000.0
OFFICE TELEPHONE ALCATEL,130,1000212,,ACTIVE,Acquired,6000.0
OFFICE TELEPHONE MODEL EP210,131,1003003,,ACTIVE,Acquired,6000.0
OLYMPIA CALCULATOR,291,1003175,60262144,OBSOLETE,Current,2500.0
OLYMPUS MICROSCOPE,71,1002666,GTJ0034,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE CH-H52104(JAPAN)-OM02,73,1002990,873604,ACTIVE,Current,107564.16
OLYMPUS MICROSCOPE CH2,74,1000140,8B0188,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE CH2 MODEL: CHT,75,1000141,8B0305,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE MODEL BX50F1,76,1002052,#NULL!,ACTIVE,Current,145000.0
OLYMPUS MICROSCOPE MODEL CX31RBSF,77,1002604,6F02728,ACTIVE,Current,8000.0
OLYMPUS MICROSCOPE MODEL OLYMPUS BH-2,78,1002122,708544,ACTIVE,Current,145000.0
ORDINARY INCUBATOR,59,1001865,10010028,ACTIVE,0.00,
OSCILLATOR TRI-SPEEDFAN MODEL: EF-D16V2,60,1000500,65Q3,ACTIVE,Current,5000.0
OSCILLOSCOPE MODEL 5440,61,1000416,102128,ACTIVE,0.00,
OSCILLOSCOPE MODEL:BOP 374.0020.02,62,1000413,879648/007,ACTIVE,0.00,
OTOSCOPE (COMPLETE SET),207,1001469,,,ACTIVE,0.0
"OVEN DRYING MODEL: UL50, MFG:MEMMERT-OM01",49,1006686,880159,ACTIVE,Current,14212.0
OXY-ACETYLIN TROLLEY,137,1000038,,,ACTIVE,0.0
OXYGEN CYLINDER BOC-PRICE ESTIMATE,208,1001462,,ACTIVE,Current,20000.0
OXYGEN CYLINDER-PRICE ESTIMATE,209,1000548,,ACTIVE,Current,20000.0
PAEDIATRIC ENERY REDUCER(DEFIBRILLATOR),210,1001453,AL09L061009,,ACTIVE,0.0
PANASONIC ADVANCED,132,1001645,,,ACTIVE,0.0
PANASONIC FAX MACHINE-OM01222,133,1006253,KXFP156CX,ACTIVE,Current,27490.0
PANASONIC FRIDGE,104,1001863,13030030,ACTIVE,Current,32000.0
PANASONIC OFFICE PHONE,134,1001576,KXT2373MXW,ACTIVE,Current,6000.0
PANASONIC OFFICE TELEPHONE,135,1002007,,ACTIVE,Acquired,6000.0
PANASONIC PHONE,136,1003954,KXNT321,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE,138,1003663,4LAQE014580,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE 0163,152,1001801,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE 0774,153,1001604,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE 350,154,1001774,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL KX-NT343,155,1003402,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL KX-NT343X-B,156,1003572,,ACTIVE,Acquired,6000.0
PANASONIC TELEPHONE MODEL:KX-NT321X-B,157,1006486,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL KX-T515M,158,1001984,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL: KX-NT343,159,1001046,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL: KX-TS328,160,1001069,,ACTIVE,Acquired,6000.0
PANDASONIC OFFICE TELEPHONE MODEL:MIC,161,1001047,,ACTIVE,Acquired,6000.0
PANDASONIC TELEPHONE KX-NT343,162,1000117,,ACTIVE,Acquired,6000.0
PAPER CUTTER,22,1003123,,ACTIVE,Current,7000.0
PAPER SHREDDER - FELLOWES-OM00226,64,1003565,225CI,ACTIVE,Current,18480.0
PAPER SHREDDER MODEL CC1840-OM02372,65,1001049,CC180110500045,ACTIVE,Current,26180.0
PAPER SHREDDER P-35C-OM00227,211,1006234,,ACTIVE,Current,20944.0
PARTICAL AGGLUTINATOR,49,1000844,06Y5677,ACTIVE,0.00,
PASSBOX - AIRTECH,51,1000867,G252240501,ACTIVE,0.00,
PATIENT COUCH-PRICE ESTIMATE,138,1006639,,ACTIVE,Current,12000.0
PCR CHAMBER,212,1002691,,,ACTIVE,0.0
PCR MODEL PTC-100(PROGRAMMABLE THERMAL C,213,1002584,,,ACTIVE,0.0
PCR SYSTEM,50,1006063,80556070444,ACTIVE,Current,1155000.0
PCR SYSTEM 9700 GENE AMP,214,1002495,80553121895,ACTIVE,Current,585000.0
PCR SYSTEM 9700-GENE AMP,215,1002494,80555071126,ACTIVE,Current,585000.0
PCR SYSTEM MODEL 2400,216,1002641,8035004200NS0040312,,ACTIVE,0.0
PCR SYSTEM MODEL 9700,217,1002642,805S2150914,,ACTIVE,0.0
PCR SYSTEM MODEL 9700P,218,1002058,80552030295,,ACTIVE,0.0
PCR SYSTEM MODEL N805200,219,1002059,80554041920,,ACTIVE,0.0
PCR SYSTEM(THERMOCYCLER) MODEL 9700,220,1002640,N805020U,ACTIVE,Current,83904.0
PCR THERMAL CYCLER MODEL TP2000,221,1003285,P20046,,OBSOLETE,0.0
PCR THERMO CYCLER MODEL GENE AMP 9700-OM0,222,1003307,80551091546,ACTIVE,Current,443956.0
PH METER ELECTRODE GST-5731C 4PCS-SALVG(1998,223,1002962,505G-J,ACTIVE,Current,12000.0
PH METER HM 25G(DKK TOA CORP JAPAN)-SALVG(1,224,1002905,514975,ACTIVE,Current,12000.0
PH METER MICRO PROCESSOR MODEL 211-SALVG(1,225,1002653,,ACTIVE,Current,12000.0
PH METER MODEL HANNA-SALVG(1998),226,1002065,5109954,ACTIVE,Current,12000.0
PH METER MODEL:VWR-SALVG(1998),227,1000145,006112,ACTIVE,Current,12000.0
PH METER PHM 300(FISCHER SCIENTIFIC)-SALVG(199,228,1002839,AB92316041,ACTIVE,Current,12000.0
PH METER-SALVG(1998),52,1000907,514967,ACTIVE,Current,12000.0
PHARMACEUTICAL REFIGERATOR,231,1001331,402722,ACTIVE,Current,32000.0
PHARMACEUTICAL REFRIGERATOR MODEL SANYO,105,1003054,,ACTIVE,Current,32000.0
PHARMACEUTICAL REFRIGERATOR SANYU,106,1000149,402723,ACTIVE,Current,32000.0
PHASE CONTRAST MICROSCOPE TE200-S(NIKON),79,1002809,550834,ACTIVE,Current,158861.0
PHOTOCOPIER MACHINE KYOCERA 9098-OM02440,1,1001655,,ACTIVE,Current,95040.0
PHOTOCOPY MACHINE MODEL AFICIO 2016-OM02,2,1003025,K8166320772,ACTIVE,Current,239216.56
PHOTOCOPY MACHINE MODEL DC-1415,3,1003026,199309,ACTIVE,Current,120000.0
PHOTOCOPY MACHINE MODEL TASKALFA-OM00883,4,1005791,090890-11,ACTIVE,Current,40860.0
PHOTOCOPY MACHINE(ECOSYS)-OM01539,5,1004005,FS-6525MFP,ACTIVE,Current,40860.0
PHOTOCOPYING MACHINE-OM02440,6,1002193,DC2130,ACTIVE,Current,77000.0
PIPET WASHER AW31-OM02331,233,1002291,,ACTIVE,Current,606735.36
PLASTIC CHAIR,919,1002451,,ACTIVE,Current,1000.0
PLASTIC CHAIRS,974,1000051,,ACTIVE,Current,1000.0
PLATE READER-OM02330,51,1001891,3550905035,ACTIVE,Current,708744.96
POLARIMETER MODEL:D2 S& BELLINGHAM,52,1006758,R 84094,,ACTIVE,0.0
PORTA WASHER MACHINE MODEL:TG116,237,1006405,316181,ACTIVE,Current,65000.0
PORTABLE DEHUMIDIFIER,235,1000843,10066CFM40E,,ACTIVE,0.0
PORTABLE OXYGEN TROLLEY,139,1000131,,ACTIVE,Current,6000.0
PORTABLE X-RAY MACHINE MODEL: MD100P-OM006,236,1000196,6230136,ACTIVE,Current,91630.0
PORTRAIT,140,1003657,,,ACTIVE,0.0
POSTMORTEM TABLE MODEL KA-DB7,237,1001295,,,ACTIVE,0.0
POTATO CHEEPER + STAND,141,1000776,,,ACTIVE,0.0
POWER ADAPTER -PRICE ESTIMATE,68,1002992,1020504,ACTIVE,Current,5000.0
POWER ADAPTER(NIKON)-PRICE ESTIMATE-PRICE EST,69,1002981,2024319,ACTIVE,Current,5000.0
POWER PAC MODEL:300 BIORAD,78,1006737,283BRO8791,,ACTIVE,0.0
POWER REGULATOR FOR MICROSCOPE 136,82,1003287,,,ACTIVE,0.0
POWER SAW GREAT CAPTAIN,53,1000340,493431,ACTIVE,0.00,
POWER SUPPLY,79,1006755,245319,ACTIVE,Current,19963.68
POWER SUPPLY MODEL CONSORT,82,1003304,032006,ACTIVE,Current,19963.68
POWER SUPPLY(PARAGON) MODEL:6558 BECKMAN,83,1006739,3232,ACTIVE,Current,19963.68
POWER SUPPLY(PHARMACUA) MODEL LBK.ECPS 300,238,1002590,,ACTIVE,Current,19963.68
POWERPACK(ELECTROPHORESIS) MODEL:GPD 1700,53,1006698,55855,ACTIVE,Current,21318.0
PRECISION WATER SYSTEM,54,1000917,45751300269,ACTIVE,0.00,
PRINTER,113,1004035,CN-C95C5D7N,ACTIVE,Current,25000.0
PRINTER - RICOH,115,1003672,MP2352SP,ACTIVE,Current,25000.0
PRINTER IBM INFOPRINT 1145,116,1002211,TD0140,ACTIVE,Current,25000.0
PRINTER KYOCERA,118,1003553,KM8030,ACTIVE,Current,25000.0
PRINTER MACHINE MODEL: XEROX,120,1006411,3968734899,ACTIVE,Current,25000.0
PRINTER MODEL 1145,121,1001892,,,ACTIVE,0.0
PRINTER MODEL KM-2560,122,1002025,QBF9727496,ACTIVE,Current,25000.0
PRINTER MODEL WORK CENTRE PRO 420,123,1001931,050E20841NDD-3500659237,,ACTIVE,0.0
PROCUREMENT BLOCK,18,1006786,,ACTIVE,Current,1718313.0
PRODUCTION UNIT BLOCK,19,1006780,,ACTIVE,Current,57104188.0
PROJECT(OR?) BOARD MODEL KOKUYU BB-VR134W,142,1001915,,,ACTIVE,0.0
PROJECTOR,31,1003643,,ACTIVE,Current,35000.0
PROJECTOR SONY VPL-EX100-OM02473,32,1006247,5181439,ACTIVE,Current,92194.67
PROLINE,239,1000160,DJ14909,ACTIVE,0.00,
PULSE GENERATOR MODEL 191,84,1000417,E7150264,,ACTIVE,0.0
PULSE GENERATOR MODEL:20,85,1000418,6650483,,ACTIVE,0.0
QUALITY CONTROL BLOCK,20,1006787,,ACTIVE,Current,1912839.0
READING BALANCE(SHIMADZU) MODEL L-200SM-OM,240,1002549,,ACTIVE,Current,13501.0
REALTIME CPR SYSTEM,54,1006061,NA06883,,ACTIVE,0.0
RECEPTION TABLE,238,1001675,,,ACTIVE,0.0
RECTILINEAR MODEL:810920201 MFG:BIOSCIENCE,55,1006763,5904-45,,ACTIVE,0.0
REFLOTER,56,1006702,0044913,,ACTIVE,0.0
REFLOTRON (C. ANALYSER) MFG:GMBH,57,1006771,,,ACTIVE,0.0
REFRACTOMETER MFG:S & BELIINGHAM-OM02333,58,1006760,A86091,ACTIVE,Current,130394.88
REFRIDGERATOR MODEL CA19DL,107,1003356,E46010,ACTIVE,Current,32000.0
REFRIDGERATOR MODEL GTW0042,108,1003359,K01D114,ACTIVE,Current,32000.0
REFRIDGERATOR MODEL LG STABILIZER,109,1003357,MEZ64816601,ACTIVE,Current,32000.0
REFRIGERATED INCUBATOR SHAKER MODEL 4230,241,1002552,600918750,ACTIVE,0.00,
REFRIGERATION FREEZER MODEL 6155314110,110,1002561,AU100313,ACTIVE,Current,180000.0
REFRIGERATOR,111,1002682,R7024PAD800109H,ACTIVE,Current,32000.0
REFRIGERATOR (COOL MASTER),112,1002075,,ACTIVE,Current,32000.0
REFRIGERATOR (SANYO),113,1002699,,ACTIVE,Current,32000.0
REFRIGERATOR BOSCH-OM02497,114,1006747,JTK0042,ACTIVE,Current,89540.0
REFRIGERATOR ELECTROLUX,115,1003683,TEW1152,NOT WORKING,Current,32000.0
REFRIGERATOR FREEZER MODEL GR 712DEQF,116,1003360,002KR00004,ACTIVE,Current,32000.0
REFRIGERATOR LG-OM02485,117,1006706,,ACTIVE,Current,24027.0
REFRIGERATOR SANYO,118,1002270,30404664,ACTIVE,Current,32000.0
"REFRIGERATOR, FREEZER AND INCUBATOR-OM02465",119,1001878,80600101,ACTIVE,Current,233640.0
REFRIGERATOR/ FREEZER MONITORING MODEL VEN,120,1002560,C41018J0D149,ACTIVE,Current,180000.0
REVERSE OSMOSIS WATER PURIFIER-OM01646,55,1000866,258905,ACTIVE,Scrap value,3951.0
RI LABORATORY BLOCK 1,21,1006805,,ACTIVE,Current,7089392.0
RICOH PRINTER MODEL:SP201N,124,1000154,T543MC01670,ACTIVE,Current,25000.0
RINSING MACHINE 4386,86,1000740,,,ACTIVE,0.0
ROLL MIXER,242,1000166,,ACTIVE,Current,60000.0
ROTARY EVAPORATOR MODEL:RE47 YAMAYO,59,1006750,244,,ACTIVE,0.0
ROTATOR GENE,57,1001835,R110000637,ACTIVE,Current,78000.0
ROTAVAPO MODEL:R114 BUCHI,60,1006728,1001912,,ACTIVE,0.0
ROTAVAPOR WITH WATER BATH MODEL:B480 BUCHI,61,1006729,1000011912,ACTIVE,Current,5329.5
ROTAVAPOR WITH WATER BATH-OM02136,62,1006735,,ACTIVE,Current,5329.5
ROTOFIX 32 CENTRIFUGE,243,1000158,D78532,ACTIVE,Current,180000.0
ROTOFIX CENTRIFUGE D-78532(HEHICH ZENTRIFUGE,244,1002840,0009996-01-00,ACTIVE,Current,194219.0
SAFE-FF02176,144,1002222,,ACTIVE,Current,26532.0
SAFETY HOOD(BELLCO GLASS),248,1002607,BH-229,ACTIVE,0.00,
SAKURA SEMI CLEAN BENCH-OM01793,150,1001286,0702121B4,ACTIVE,Current,780450.0
SAMSUNG FRIDGE,121,1003004,25554AFL900122J,ACTIVE,Current,32000.0
SAMSUNG PRINTER,125,1003253,,OBSOLETE,Current,25000.0
SAMSUNG REFRIGERATOR,124,1000148,277940A0B00027W,ACTIVE,Current,32000.0
SANYO CO2 INCUBATOR MCO-17AIC,249,1002493,20404931,ACTIVE,0.00,
SANYO DEEP FREEZER TROPICAL HIV/FRZ/002-OM019,125,1003679,30809182,ACTIVE,Current,16343.8
SANYO DEEP FREEZER TROPICAL HIV/FRZ/005-OM019,126,1003680,80907244,ACTIVE,Current,16343.8
SANYO DEEP FREEZER TROPICAL HIV/FRZ/006-OM019,127,1003681,80907243,ACTIVE,Current,16343.8
SANYO FEEZER SF-C149WWW(SANYO BIOMEDICAL C,250,1002861,40600089,ACTIVE,0.00,
SANYO FREEZER - INCUSAFE-OM01921,128,1002534,,ACTIVE,Current,10659.0
SANYO FREEZER -30C-OM02381,129,1002314,00604971,ACTIVE,Current,19444.0
SANYO FREEZER -40C-OM01948,132,1003687,K0028,NOT WORKING,Current,14212.0
SANYO FRIDGE,133,1002315,K10F036,NOT WORKING,Current,32000.0
SANYO MEDICAL FREEZER,136,1002319,VRC03353,ACTIVE,Current,32000.0
SANYO MEDICAL FREEZER -81C-OM01077,138,1003691,ECN005721,ACTIVE,Current,10659.0
SANYO MEDICOOL FRIDGE MPR-311D(H) (SANYO EL,139,1002907,5040948,ACTIVE,Current,148262.0
SANYO REFRIDGERATOR,140,1002434,8050473,ACTIVE,Current,32000.0
SANYO REFRIGERATOR,141,1006322,K05G056,ACTIVE,Current,32000.0
SANYO REFRIGIRATOR MODELSR 1230H,87,1000436,500009,ACTIVE,Current,32000.0
"SANYO TV 21""",88,1003800,DR-29M39,ACTIVE,Current,5000.0
